id,name,designation,greek,constellation,search,wikistatus,ra1,ra2,ra3,dec1,dec2,dec3,ra,dec,appmag_v,class,mass,radius,text,xrefs,ra_cat,dec_cat,hip,hd,bs,distance,appmag,absmag,spectrum,colourindex
83,ASPIDISKE,,,Carinae,"Iota Carinae",cache,9,17,5.40686,-59,16,30.8353,2.4307641814,-1.0345479638,2.25,"A9 Ib",7.4,,"White giant whose fourth planet is home to a race of respectable, hardy and decorative sentient plants.",,9.28484122,-59.27526115,45556,80404,,212.314225053079,2.21,-4.42489546435552,A8Ib,0.189
84,ATIK,,,Persei,"Omicron Persei",cache,3,44,19.132,32,17,17.69,0.9787756994,0.5635362237,3.83,B,,,"Located at the intersection of sixteen different species' television broadcasts, its inhabitants speak only in catchphrases.",,3.73864623,32.28827325,17448,23180,,452.488687782805,3.84,-4.43803863157445,B1III,0.022
85,ATLAS,,,Tauri,"27 Tauri",cache,3,49,9.7,24,3,12,0.9999064007,0.4198098627,3.62,"B8 III",,,"A star built by libertarian AIs in which radiation from furious debate is balanced by the weight of government subsidies.",,3.81936977,24.05352412,17847,23850,,116.686114352392,3.62,-1.71509589038401,B8III,-0.070
86,ATRIA,,,"Trianguli Australis","Alpha Trianguli Australis",cache,16,48,39.89508,-69,1,39.7626,4.4011309671,-1.2047608466,1.92,"K2 IIb-IIIa",7,,"Home to a race of geometroids with the most stable stools and least stable relationships in the Galaxy.",,16.81107382,-69.02763503,82273,150798,,127.388535031847,1.91,-3.61565171627374,K2IIb-IIIa,1.447
87,"AULAD AL THIBA",,,Boötis,"Lambda Boötis",cache,14,16,23,46,5,18,3.7366772065,0.8043931634,4.18,A0p,1.66{{+-,,"Dwarf star of low metallicity, where ""metal"" is used in its astrophysical sense of any music harder than doo-wop.",,14.27310454,46.08791894,69732,125162,,29.7796307325789,4.18,1.81040345901015,A0sh,0.087
88,AUVA,,,Virginis,"Delta Virginis",cache,12,55,36.20861,3,23,50.8932,3.3842085902,0.0592970436,3.402,"M3 III","1.4 ± 0.3",,"Deteriorating red giant with prominent sunspots and a bad infestation of space lice.",,12.92680091,03.39759862,63090,112300,,62.0732464307883,3.39,-0.574522297903909,M3III,1.571
89,AVIOR,,,Carinae,"Epsilon Carinae",cache,8,22,30.83526,-59,30,34.1431,2.1926306146,-1.0386364354,1.86,"K3 III","9.0 ± 0.9",,"Named by the RAF in the 1930s, this binary star is one of the only two celestial systems on the Civil List.",,8.37524019,-59.50953829,41037,71129,,193.798449612403,1.86,-4.57675149186394,K3III+B2V,1.196
90,AZELFAFAGE,,,Cygni,"Pi1 Cygni","No coords",21,42,5.6,51,11,23,,,4.67,B,,,"Intermittently variable star with high velocity, trailing behind it a series of expanding nebulae or ""faffs"".",,21.64933895,57.48904968,106886,206267,,359.712230215827,5.74,-2.03977602040962,"O6 (f)",0.200
91,AZHA,,,Eridani,"Eta Eridani","No coords",2,56,25.7,-8,53,53,,,4.1,K,,,"Beguiling object referred to in ancient songs as the ""Double Helix"". A mature star which has commenced jazz fusion.",,2.94044549,-08.89760976,13701,18322,,40.8329930583912,3.89,0.834943925623571,K1III-IV,1.088
0,"BAADE'S STAR",,,Cancri,"PSR B0531+21","No coords",5,34,31.97,22,0,52.1,,,16.5,Pulsar,,,"Cosmic hatchling, the result of one of the most celebrated birth events in recent millennia.",,,,,,,,,,,
92,BAHAM,,,Pegasi,"Theta Pegasi",cache,22,10,12,6,11,52,5.8040924275,0.1081716285,3.53,A,,,"A-class dwarf with companion showing biosphere spectral fingerprint YDRA00C1000 (""gangster planet"")",,22.16994993,06.19778900,109427,210418,,29.6120817293456,3.52,1.16265530317706,A2V,0.086
0,"BARNARD'S STAR",,,Ophiuchi,"Proxima Ophiuchi","No coords",17,57,48.49803,4,41,36.2,,,9.54,M4Ve,,,"Nearby monad of the galactic animal, interference with this object triggered the disastrous Phage War.",,17.96360153,04.66828815,87937,,,1.82146044698639,9.54,13.2379012751217,sdM4,1.570
93,BASEL,,,Persei,"Delta Persei",cache,3,42,55.50426,47,47,15.1746,0.9726941185,0.8340500628,3.01,"B5 III","7.0 ± 0.3",,"Imprisons a local warrior deity: the worlds his bones, the moons his teeth, yea, the comets his streaming hair.",,3.71541169,47.78765330,17358,22928,,161.812297734628,3.01,-3.03505762455592,"B5III SB",-0.125
94,"BATENTABAN AUSTRALIS",,,Draconis,"Phi Draconis",cache,18,20,45.4304,71,20,16.132,4.8029592349,1.2450797432,4.2004,A0sp,"2.99 ± 0.10",,"The ""Southern Drumhead""; a resonant volume stretched over the mouth of an abandoned wormhole.",,18.34595588,71.33772734,89908,170000,,88.6524822695036,4.22,-0.518454501763382,"A0p (Si)",-0.093
95,"BATENTABAN BOREALIS",,,Draconis,"Chi Draconis",cache,18,21,3.38255,72,43,58.2518,4.8042647521,1.2694276671,3.57,F7V,"1.029 ± 0.026",,"The ""Northern Drumhead"" (see BATENTABAN AUSTRALIS): now in a state of disrepair and infested by dragons.",,18.35064971,72.73369763,89937,170153,,8.05736846345983,3.55,4.01903387807587,F7Vvar,0.489
96,BEEMIM,,,Eridani,"Upsilon2 Eridani",cache,4,35,33.0385,-30,33,44.429,1.2023164883,-0.5334134844,3.817,G8IIIa,"1.38 ± 0.19",,"Home to immortal microbes whose vastly prolix language has only two words, ""beemim"" and ""theemim"" (""open"" and ""close"").",,4.59251991,-30.56231049,21393,29291,,64.0204865556978,3.81,-0.221594852293592,G8III,0.957
97,BEID,,,Eridani,"Omicron1 Eridani","No coords",4,11,51.936,-6,50,15.29,,,4.04,F,,,"Home system of the poet Kem, its native idioms are used Galaxy-wide, for reasons as beid as the tholes on one's snowth.",,4.19775922,-06.83777870,19587,26574,,38.4911470361817,4.04,1.11319573368505,F2II-III,0.327
98,BELLATRIX,,,Orionis,"Gamma Orionis",cache,5,25,7.86325,6,20,58.9318,1.4186518489,0.1108232287,1.64,"B2 III",8.4{{+-,,"B-type giant, home to a warrior race who have learnt new ways since the stronger females were wiped out by plague.",,5.41885227,06.34973451,25336,35468,,74.5156482861401,1.64,-2.72123742083513,B2III,-0.224
99,BENETNASCH,,,"Ursae Majoris","Eta Ursae Majoris",cache,13,47,32.43776,49,18,47.7602,3.610827169,0.8606788692,1.85,"B3 V","6.1 ± 0.1",,"Rare example of a brown giant, an unpopular class of star with a formidable stellar wind.",,13.79237392,49.31330288,67301,120315,,30.8737264587836,1.85,-0.597945259949115,"B3V SB",-0.099
100,BETELGEUSE,,,Orionis,"Alpha Orionis",cache,5,55,10.3053,7,24,25.426,1.5497291337,0.1292776334,0.42,M2Iab,"7.7–20",,"Magnificent stellar bonfire, the inrushing past light-cone of its detonation is already having strange local effects.",,5.91952477,07.40703634,27989,39801,,131.061598951507,0.45,-5.1373773102256,M2Ib,1.500
101,BETRIA,,,"Trianguli Australis","Beta Trianguli Australis",cache,15,55,8.56206,-63,25,50.6155,4.1675962397,-1.1070750248,2.85,"F1 V",,,"Fussy F-class star with three planets, each of which has three moons, each of which has three rings.",,15.91911334,-63.42974973,77952,141891,,12.3092072870507,2.83,2.37884957366385,F2III,0.315
102,BIRDUN,,,Centauri,"Epsilon Centauri",cache,13,39,53.25774,-53,27,59.0081,3.5774346556,-0.9331645645,2.27,"B1 III","11.60 ± 1.06",,"B-class giant which pulsates steadily due to opacity hysteresis, from dark to quite sheer (&lt;40 denier)",,13.66479797,-53.46636269,66657,118716,,115.207373271889,2.29,-3.01740137411754,B1III,-0.171
103,"BIRHAN ISAT",,,Tauri,"5 Tauri",cache,3,30,52.37,12,56,12.1,0.9201063112,0.2257879124,4.14,K0II-III,4.0{{+-,,"K-giant orbited by Shun, home planet of the Hidden Masters. Open all hours, bookings essential for groups.",,3.51454638,12.93668186,16369,21754,,110.497237569061,4.14,-1.07675710397398,K0II-III...,1.112
104,"THE BLAZE STAR",,,"Coronae Borealis","T Coronae Borealis",cache,15,59,30.16,25,55,12.6,4.1866201787,0.452392251,10,M3III,,,"Recurrent nova which is thought to contain the imprisoned soul of a cosmic temptress.",,15.9917125,25.92014087,78322,143454,,10000000,10.08,-4.92,"M3III + pec",1.337
105,BOGARDUS,,,Aurigae,"Theta Aurigae",cache,5,59,43.27012,37,12,45.3047,1.5695796956,0.6494821251,2.62,"A0pSi + F2-5V","3.38 ± 0.08",,"Binary system with planetary companion showing biosphere spectral fingerprint SPQ12A89BC0 (""ancient Roman planet"")",,5.99534393,37.21276409,28380,40312,,53.1067445565587,2.65,-0.975748399916676,"A0p Si",-0.083
106,BOTEJN,,,Arietis,"Delta Arietis",cache,3,11,37.76465,19,43,36.0397,0.8361410407,0.3442954762,4.349,"K2 III",1.91,,"Notorious stellar entrepôt. Many's the idle hour whiled away by spacers over hot rum beneath its bloated limb.",,3.19379712,19.72669777,14838,19787,,51.440329218107,4.35,0.793481302951279,K2IIIvar,1.033
107,BRACHIUM,,,Librae,"Sigma Librae",cache,15,4,4.21608,-25,16,55.0606,3.9447507115,-0.4412534657,3.29,"M3/M4 III",2.1,,"Abandoned red giant, remembered only in a song fragment: ""O supple airs of [lost|affordable] Brachium.""",,15.06785052,-25.28185602,73714,133216,,89.5255147717099,3.25,-1.50973413442196,M3/M4III,1.674
108,BUNDA,,,Aquarii,"Xi Aquarii",cache,21,37,45.10931,-7,51,15.1299,5.6625105412,-0.1370816981,4.682,"A7 V",1.9,,"Dry white star with an elegant spectroscopic bouquet hinting at the presence of an unseen binary companion.",,21.62917834,-07.85414212,106786,205767,,54.7645125958379,4.68,0.987503865991401,A7V,0.175
109,CALVERA,,,"Ursae Minoris","1RXS J141256.0+792204",cache,14,12,56,79,22,4,3.7216237417,1.3852290422,20,pulsar,,,"X-ray source, visible portion of a manifold parasite embedded in the galactic animal.",,,,,,,,,,,
110,CANOPUS,,,Carinae,"Alpha Carinae",cache,6,23,57.1099,-52,41,44.378,1.6753059079,-0.9197127782,-0.72,"F0 II or F0 Ib","9.0–10.6",,"Famous as the Second Star To The Right, travellers should memorise its spectrum as a navigational aid. See also: DENEB.",,6.39919184,-52.69571799,30438,45348,,95.8772770853308,-0.62,-5.52857845786735,F0Ib,0.164
111,CAPELLA,,,Aurigae,"Alpha Aurigae",cache,5,16,41.3591,45,59,52.768,1.3818178277,0.8028163942,0.08,G,,,"By an inevitable coincidence, the hircine inhabitants of this quadruple system refer to SOL as the ""Star of Apes"".",,6.079e-05,01.08901332,1,224700,,282.485875706215,9.10,1.84501631012894,F5,0.482
112,CAPH,,,Cassiopeiae,"Beta Cassiopeiae",cache,0,9,10.68518,59,8,59.212,0.0400469564,1.0323584322,2.28,"F2 III-IV","1.91 ± 0.02",,"Pulsating giant star,  anchored to the sky by a Skein remnant.",,0.15280269,59.15021814,746,432,,16.69727834363,2.28,1.16677156542104,F2III-IV,0.380
113,CASTOR,,,Geminorum,"Alpha Geminorum",cache,7,34,35.87319,31,53,17.816,1.983557473,0.5565555176,2,"A1 V + A2 Vm",2.76,,"System of two A-giants and four M-dwarfs assembled by a demiurge who was basically showing off.",,7.57666793,31.88863645,36850,60179,,15.8052789631737,1.58,0.585989172295745,A2Vm,0.034
114,CASTRA,,,Capricorni,"Epsilon Capricorni",cache,21,37,4.8,-19,27,58,5.6595791654,0.3397477314,4.5,B,,,"Triple-star system constructed from military salvage following the Reionisation War.",,21.61800632,-19.46601352,106723,205637,,203.252032520325,4.51,-2.0301744861632,B3V:p,-0.180
115,CASTULA,,,Cephei,"Nu Cephei",cache,21,45,26.93,61,7,14.9,5.6960950895,1.0667592984,4.312,A2Iab,15,,"Grand giant in a Gothic revival style, featuring immense solar buttresses supporting a filigree iron core.",,21.75748035,61.12081043,107418,207260,,1562.5,4.25,-6.71910013008056,A2Iavar,0.474
0,"CAYREL'S STAR",,,Ceti,"BPS CS31082-0001","No coords",1,29,30.31,-16,8,5.51,,,10,A,,,"Ancient Population II star, set aside as a breeding reserve for angels, an endangered species.",,,,,,,,,,,
116,CELAENO,,,Tauri,"16 Tauri",cache,3,44,48.2154,24,17,22.093,0.980890704,0.4239312299,5.448,B7IV,"~9 - 10",,"Capital of the Pleiades, a beautifully planned system with some of the highest tides in the Galaxy.",,3.74672281,24.28957712,17489,23288,,102.564102564103,5.45,0.395023078492684,B7IV,-0.034
117,CELBALRAI,,,Ophiuchi,"Beta Ophiuchi",cache,17,43,28.35265,4,34,2.2955,4.6402743501,0.0797144981,2.749,"K2 III",1.13,,"K-type orange giant orbited by a stunningly beautiful ocean planet. Ah, the polychrome sunsets of Celbalrai Prime!",,17.72454914,04.56691684,86742,161096,,25.1382604323781,2.76,0.758323893942084,K2III,1.168
118,CHARA,,,"Canum Venaticorum","Beta Canum Venaticorum",cache,12,33,44.54482,41,21,26.9248,3.2888217076,0.7218241808,4.26,"G0 V","1.025 ± 0.050",,"Perky G-dwarf with doubled emission lines in the delight-alpha spectrum, indicating high self-esteem.",,12.5625257,41.35676779,61317,109358,,8.37100284614097,4.24,4.62611255205527,G0V,0.588
119,CHOO,,,Arae,"Alpha Arae",cache,17,31,50.49153,-49,52,34.122,4.5895244573,-0.8705029485,2.93,"B2 Vne",9.6,,"Rapidly spinning stellar Catherine wheel with polar outflows, one of the few stars whose name is onomatopoeic.",,17.53070044,-49.87598159,85792,158427,,74.2942050520059,2.84,-1.51477470056021,B2Vne,-0.136
120,CHORT,,,Leonis,"Theta Leonis",cache,11,14,14.40446,15,25,46.4541,2.9419273115,0.2692968088,3.324,"A2 V",2.5,,"A-type main sequence star with companion bearing biosphere spectra fingerprint YOL023AA459 (""bro planet"").",,11.23734469,15.42976310,54879,97633,,54.4662309368192,3.33,-0.350636615673881,A2V,-0.003
121,CHOW,,,Serpentis,"Beta Serpentis",cache,15,46,11.3,15,25,19,4.1285254402,0.2691637076,3.65,A,,,"A-dwarf, home system of the Tentacle, a tree which evolved into an orbital elevator.",,15.76978191,15.42192602,77233,141003,,46.9263256687001,3.65,0.29291724857101,A3V,0.073
122,"COR CAROLI",,,"Canum Venaticorum","Alpha Canum Venaticorum",cache,12,56,1.6674,38,19,6.167,3.3860600056,0.6687818902,2.8,A0pSiEuHg,,,"Widely-separated binary whose members are staying together for the sake of the planets.",,12.9338447,38.31824617,63125,112413,,33.7837837837838,2.89,0.246458555294693,A0spe...,-0.115
123,CURSA,,,Eridani,"Beta Eridani",cache,5,7,50.98549,-5,5,11.2055,1.3432479704,-0.0887752294,2.796,"A3 III var",2,,"Variable rectangular green or amber star, used as a Galactic placeholder.",,5.13084276,-05.08626282,23875,33111,,27.2405339144647,2.78,0.603921922519934,A3IIIvar,0.161
124,"DABIH MAJOR",,,Capricorni,"Beta1 Capricorni","No coords",20,21,0.7,-14,46,53,,,3.05,K,,,"Has a complicated spectrum showing features typical of K-giants, B-dwarfs and halogen downlighting.",,20.35017956,-14.78140119,100345,193495,,105.485232067511,3.05,-2.06595831330967,A5:n,0.790
125,"DABIH MINOR",,,Capricorni,"Beta2 Capricorni","No coords",20,21,0.7,-14,46,53,,,6.09,A,,,"Bright A-type giant with elevated levels of zinc and manganese, indicating a healthy immune system.",,20.34625629,-14.78489327,100325,193452,,96.1538461538461,6.09,1.1751666964939,B9.5III/IV,-0.016
126,DALIM,,,Fornacis,"Alpha Fornacis",cache,3,12,4.5277,-28,59,15.425,0.8380873046,-0.5059293774,3.85,F8IV,"1.33 ± 0.01",,"Dwarf star, home to a race of energy beings who are unique in their refusal to meddle with protagonists.",,3.20118888,-28.98910623,14879,20010,,14.1123341800734,3.80,3.05200573998579,F8V,0.543
127,DELTA,,,Andromedae,"Delta Andromedae",cache,0,39,19.67518,30,51,39.6783,0.1716004215,0.5386264401,3.28,"K3 III",~1.8,,"K-giant held in a vast conical fold in space-time known as The Sconce. Prone to spluttering.",,0.65544371,30.86122579,3092,3627,,31.0655483069276,3.27,0.808604883428068,K3III...,1.268
128,DELTOTUM,,,Trianguli,"Beta Trianguli",cache,2,9,32.62712,34,59,14.2694,0.5652413949,0.61064353,3,A5III,,,"Home to a species so hostile that nothing is known of them but their name, or possibly its first three syllables.",,2.15903358,34.98739204,10064,13161,,38.109756097561,3.00,0.0948191535181135,A5III,0.140
129,DENEB,,,Cygni,"Alpha Cygni",cache,20,41,25.9,45,16,49,5.4167675055,0.7902899334,1.25,"A2 Ia","19 ± 4",,"Landmark, not to be confused with DENEB AL OKAB, DENEB ALGEDI, DENEB KAITOS, DENEB KAITOS SHEMALI, DENEBAKRAB or DENEBOLA.",,20.69053151,45.28033423,102098,197345,,990.09900990099,1.25,-8.72839313108678,A2Ia,0.092
130,"DENEB AL OKAB",,,Aquilae,"Zeta Aquilae",cache,19,5,24.60802,13,51,48.5182,4.9977945295,0.2419633243,2.983,"A0 Vn",2.37,,"Double star with a circumstellar disk of dust, gas, ash, perfume, broken heels and theatre tickets.",,19.09017012,13.86370983,93747,177724,,25.5232261357836,2.99,0.955322158293588,A0Vn,0.014
131,"DENEB ALGEDI",,,Capricorni,"Delta Capricorni",cache,21,47,2.44424,-16,7,38.2335,5.703041081,-0.281474259,2.81,"A7m III",2,,"Eclipsing binary consisting of a G-dwarf which periodically sits on top of an A-giant, winding it.",,21.78396813,-16.12656595,107556,207098,,11.8231260345235,2.85,2.48633840405441,"A5mF2 (IV)",0.180
132,"DENEB KAITOS",,,Ceti,"Beta Ceti",cache,0,43,35.3709,-17,59,11.7827,0.190195139,-0.3139255013,2.04,"K0 III",2.8,,"Superb orange giant. The ice moons of its outer planets are undergoing Thaw-Renaissance as it expands.",,0.7264523,-17.98668410,3419,4128,,29.3772032902468,2.04,-0.300052242937249,K0III,1.019
133,"DENEB KAITOS SHEMALI",,,Ceti,"Iota Ceti","No coords",0,19,25.665,-8,49,25.98,,,3.56,K,,,"K-dwarf settled by migrants from DENEB KAITOS who believed that the latter was about to become a supernova.",,0.32380084,-08.82382948,1562,1522,,88.809946714032,3.56,-1.18230804742336,K2III,1.214
134,DENEBAKRAB,,,Scorpii,"Mu1 Scorpii",cache,16,51,52.23111,-38,2,50.5694,4.4151180379,-0.6640520595,3.04,"B1.5 V + B6.5 V","8.49 ± 0.05",,"Close binary system where one star's mass is spilling onto the other, a famed location for extreme sports.",,16.86451079,-38.04732717,82514,151890,,251.889168765743,3.00,-4.00604746618442,"B1.5IV + B",-0.200
135,DENEBOLA,,,Leonis,"Beta Leonis",cache,11,49,3.57834,14,34,19.409,3.0938563234,0.2543303919,2.14,"A3 V",1.75,,"Hazardous system constructed as an early Skein experiment, bound with topological defect cables rather than gravity.",,11.81774398,14.57233687,57632,102647,,11.0913930789707,2.14,1.91506951519025,A3Vvar,0.090
136,DIADEM,,,"Comae Berenices","Alpha Comae Berenices",cache,13,9,59.2766,17,31,45.953,3.4469726656,0.3059462937,4.3,"A: F5V / B: F5V",,,"Ornate white binary in a brilliant setting of carbon planets and ice giants.",,13.1665415,17.52911621,64241,114378,,14.3245953301819,4.32,3.53958819003196,F5V,0.455
137,DIPTERA,,,Muscae,"Beta Muscae",cache,12,46,16.8041,-68,6,29.2164,3.3435275462,-1.1887108657,3,"B2 V + B3 V",7.35,,"Compound star, a relentlessly swarming mass of blue-black starlets.",,12.77135267,-68.10809405,62322,110879,,95.4198473282443,3.04,-1.85819358676146,B2V,-0.178
138,"THE DOUBLE DOUBLE",,,Lyrae,"Epsilon Lyrae",cache,18,44,20.3453,39,40,12.444,4.9058547501,0.6923742668,4,"F1V / A8V",,,"Thought at first to be quadruple, this system is now known to be recursive and indefinitely large.",,18.73898258,39.66997686,91919,173582,,49.7512437810945,4.67,1.18598028710244,F1V,0.170
139,DSCHUBBA,,,Scorpii,"Delta Scorpii",cache,16,0,20.00528,-22,37,18.1431,4.1902450298,-0.3948232594,2.29,"B0.3 IV","19.7 ± 0.1,",,"Prophesied to one day unite the BATENTABANS, PHACD, SCHEAT and USHAKARON in a mighty empire known as the Epic Solo.",,16.00555881,-22.62162024,78401,143275,,123.152709359606,2.29,-3.16221985379412,B0.2IV,-0.117
140,DUBHE,,,"Ursae Majoris","Alpha Ursae Majoris",cache,11,3,43.67152,61,45,3.7249,2.8960591177,1.0777588719,1.79,"K1 II-III",,,"Quadruple system, home of the Grey Giants, living planets which purr unceasingly along their orbits.",,11.06217691,61.75111888,54061,95689,,37.9075056861259,1.81,-1.08362604394827,"F7V comp",1.061
141,DZIBAIN,,,Draconis,"Psi1 Draconis","No coords",17,41,58.2,72,9,11,,,4.59,F,,,"Binary star orbited by a beige dwarf just massive enough to sustain classical fusion.",,17.69897418,72.14949916,86614,162003,,22.0361392684002,4.57,2.85432245774459,F5IV-V,0.434
142,EKKHYSIS,,,Aquarii,"Lambda Aquarii",cache,22,52,36.87441,-7,34,46.5542,5.9891609171,-0.1322889479,3.722,"M2.5 IIIa Fe–1",3.6,,"Red giant, ever expanding and contracting its formless, evanescent and delicate outer layers.",,22.87690679,-07.57967878,112961,216386,,120.048019207683,3.73,-1.66677499296606,M2IIIvar,1.626
143,"EL NATH",,,Tauri,"Beta Tauri",cache,5,26,17.5134,28,36,27.494,1.4237169508,0.4992974607,1.68,B7III,"5.0 ± 0.1",,"Unlike most meteor showers, which only appear to come from their radiant, the Beta Taurids actually come from EL NATH.",,5.43819386,28.60787346,25428,35497,,40.1767778224186,1.65,-1.36987551695703,B7III,-0.130
144,"EL REHLA",,,Puppis,"Tau Puppis",cache,6,49,56.16846,-50,36,52.4437,1.7886838458,-0.8833908557,2.95,"K1 III",,,"Solipsistic object with the power to convince others that it is the only star in the cosmos. Not to be approached.",,6.83226023,-50.61439973,32768,50310,,56.0224089635854,2.94,-0.80180889775894,K0III...,1.207
145,ELECTRA,,,Tauri,"17 Tauri","No coords",3,44,52.5373,24,6,48.021,,,3.72,B,,,"Blue giant star which is fusing hybris in its core, giving rise to strong nemesis and vengeance emission lines.",,3.7479232,24.11344840,17499,23302,,113.636363636364,3.72,-1.55758663924916,B6III,-0.105
146,ELTANIN,,,Draconis,"Gamma Draconis",cache,17,56,36.36988,51,29,20.0242,4.6975805802,0.8986507566,2.23,"K5 III",1.72,,"Red giant whose primary is home to a race of flightless interstellar dragons who have adapted to life planetside.",,17.94343829,51.48895101,87833,164058,,45.2488687782805,2.24,-1.03803863157445,K5III,1.521
147,ELVASHAK,,,Lyncis,"Alpha Lyncis",cache,9,21,3.30074,34,23,33.2245,2.4480643125,0.6002634514,3.13,"K7 III",,,"Plaid orange giant with the best hot wings in the Orion Arm.",,9.35096077,34.39252592,45860,80493,,68.073519400953,3.14,-1.02489102104872,M0IIIvar,1.550
148,ENIF,,,Pegasi,"Epsilon Pegasi",cache,21,44,11.15614,9,52,30.0311,5.6905846589,0.1723514144,2.399,"K2 Ib","11.7 ± 0.8",,"Monstrous red giant of evil reputation, the Bloated One, the Maw, the Devourer, the Stain.",,21.73642787,09.87500791,107315,206778,,206.185567010309,2.38,-4.19129130698868,K2Ibvar,1.520
149,ERRAI,,,Cephei,"Gamma Cephei",cache,23,39,20.85,77,37,56.2,6.1930717762,1.354938853,3.22,K,"1.40 ± 0.12",,"Orange subgiant with red dwarf companion. The polychrome sundials of its planet are famed for their exquisite beauty.",,23.65582834,77.63196681,116727,222404,,13.7931034482759,3.21,2.51169003285497,K1IV,1.031
150,FIEHT,,,Ophiuchi,"Zeta Ophiuchi",cache,16,37,9.53905,-10,34,1.5295,4.3509268599,-0.1844305395,2.569,"O9.5 V",20,,"Young blue giant moving at high speed through the interstellar medium, its bow shock a rich feeding ground for dragons.",,16.61931389,-10.56715180,81377,149757,,140.449438202247,2.54,-3.19760003181572,O9.5V,0.038
151,FOMALHAUT,,,"Piscis Austrini","Alpha Piscis Austrini",cache,22,57,39.0465,-29,37,20.05,6.0111354916,-0.5170055519,1.16,"A3 V ",{{val,,"Fabled as the site of an ingestive organ of the galactic animal, a magnet for explorers and thaumaturges.",,22.96078488,-29.62183701,113368,216956,,7.68757687576876,1.17,1.74105264124996,A3V,0.145
152,"FOO PIH",,,Hydri,"Gamma Hydri",cache,3,47,14.34062,-74,14,20.2686,0.9915172298,-1.2957143463,3.24,M,,,"Red giant with companion bearing biosphere spectral fingerprint AAA10011011 (""robot planet"").",,3.78728653,-74.23924251,17678,24512,,65.6598818122127,3.26,-0.826500483319787,M2III,1.590
153,FORAMEN,,,Carinae,"Eta Carinae",cache,10,45,3.591,-59,41,4.26,2.8146045637,-1.0416913283,4.6,O,"120 / 30",,"Mighty beacon, soon to be used as an extragalactic signal by demiurges. Projected message content: ""NOT YET.""",,10.4646514,-58.73940856,51232,90853,,319.488817891374,3.81,-3.71227831226776,F2II,0.317
154,"FUM AL FARAS",,,Pegasi,"Nu Pegasi",cache,22,5,40.7517,5,3,30.7201,5.7843666945,0.0882880625,4.87,K,,,"K-giant, home to the Clockworld, a sublight event clearing house established by the Fourth Empire, now derelict.",,22.09463666,05.05828453,109068,209747,,80.7754442649434,4.86,0.323603223420497,K4III,1.443
155,"FUM AL SAMAKAH",,,Piscium,"Beta Piscium",cache,23,3,52.6,3,49,12,6.0383010687,0.0666715774,4.53,B,,,"Flattened, fast-rotating B-giant, a tracery of tormented gas fretted by blue lightning.",,23.06461292,03.82006998,113889,217891,,151.057401812689,4.48,-1.4157100528015,B6Ve,-0.115
156,FURUD,,,"Canis Majoris","Zeta Canis Majoris",cache,6,20,18.79204,-30,3,48.1202,1.6594293851,-0.5247047335,3.025,"B2.5 V","7.7 ± 0.2",,"Example of a breathing star whose mild variations accelerate when it is observed.",,6.33855198,-30.06337656,30122,44402,,103.092783505155,3.02,-2.04614132866878,B2.5V,-0.160
157,GACRUX,,,Crucis,"Gamma Crucis",cache,12,31,9.95961,-57,6,47.5684,3.2775799539,-0.996813621,1.63,"M3.5 III","1.3 ± 0.1",,"Sacred to raptors on many worlds, the closest red giant star to SOL.",,12.5194248,-57.11256922,61084,108903,,26.9614451334592,1.59,-0.563715833356949,M4III,1.600
158,GATRIA,,,"Trianguli Australis","Gamma Trianguli Australis",cache,15,18,54.58198,-68,40,46.3654,4.0094999469,-1.1986842055,2.87,"A1 V"," ",,"A-subgiant, a vast white tetrahedron held in shape by powerful magnetic fields.",,15.31519133,-68.67946723,74946,135382,,56.0224089635854,2.87,-0.87180889775894,A1V,0.014
159,GEMINGA,,,Geminorum,"PSR B0633+17","No coords",6,33,54.15,17,46,12.9,,,25.5,pulsar,,,"Pulsar, wanders the skies making friends and distorting space-time. Maybe tomorrow, it will want to settle down.",,,,,,,,,,,
160,GIAUSAR,,,Draconis,"Lambda Draconis","No coords ",11,28,30,69,36,0,,,4.1,M,,,"Believed to be the dragons' home system, a red giant orbited by the embers of ancient carbon planets.",,11.52341346,69.33112161,56211,100029,,102.459016393443,3.82,-1.23275091166654,M0IIIvar,1.613
161,GIENAH,,,Cygni,"Epsilon Cygni",cache,20,46,12.68236,33,58,12.925,5.4376229072,0.5928928314,2.48,"K0 III",~2,,"K-giant fitted with solar wind baffles by which its inhabitants are very gradually altering its trajectory.",,20.77012006,33.96945334,102488,197989,,22.0945647370747,2.48,0.758572748093549,K0III,1.021
162,"GIENAH GURAB",,,Corvi,"Gamma Corvi",cache,12,15,48.37081,-17,32,30.9496,3.2105601251,-0.3061644434,2.585,"B8 III",4.2{{+-,,"B-giant, home of the fabled Dream Planet, a world free from causalty. Visitors are usually punished by trite curses.",,12.26346329,-17.54198370,59803,106625,,50.5561172901921,2.58,-0.938868563694196,B8III,-0.107
163,GIRTAB,,,Scorpii,"Kappa Scorpii",cache,17,42,29.2752,-39,1,47.9391,4.6359781167,-0.6812017118,2.39,"B1.5 III",17,,"Binary star. All the rocky bodies in its system have been carved into the same form, which may represent a face.",,17.70813327,-39.02992092,86670,160578,,142.247510668563,2.39,-3.37522337490088,B1.5III,-0.171
